Sku_Code,Item_Number,Item_Name,Sales_Price,Product_Group,Business_Area,Dns,Item,Color_Code,Size,Procurement_Group,Color_Name,Color_Code,Heel_Type,Occasion,Shoe_Type,Description
118-10029-43-9,118-10029-011,118-10029 MB-43-MOKA/BROWN_9_A,1495,LT,OTR,118,10029,43,9,200,MOKA/BROWN,MB,NULL,NULL,NULL,Chocolate
118-10029-43-10,118-10029-012,118-10029 MB-43-MOKA/BROWN_10_,1495,LT,OTR,118,10029,43,10,200,MOKA/BROWN,MB,NULL,NULL,NULL,Chocolate
118-10029-43-11,118-10029-013,118-10029 MB-43-MOKA/BROWN_11_,1495,LT,OTR,118,10029,43,11,200,MOKA/BROWN,MB,NULL,NULL,NULL,Chocolate
118-10029-43-12,118-10029-014,118-10029 MB-43-MOKA/BROWN_12_,1495,LT,OTR,118,10029,43,12,200,MOKA/BROWN,MB,NULL,NULL,NULL,Chocolate
118-10029-18-6,118-10029-015,118-10029 E-18-RED_6_A,1495,LT,OTR,118,10029,18,6,610,RED,E,NULL,NULL,NULL,Red
118-10029-18-7,118-10029-016,118-10029 E-18-RED_7_A,1495,LT,OTR,118,10029,18,7,610,RED,E,NULL,NULL,NULL,Red
118-10029-18-8,118-10029-017,118-10029 E-18-RED_8_A,1495,LT,OTR,118,10029,18,8,610,RED,E,NULL,NULL,NULL,Red
118-10029-18-9,118-10029-018,118-10029 E-18-RED_9_A,1495,LT,OTR,118,10029,18,9,610,RED,E,NULL,NULL,NULL,Red
118-10029-18-10,118-10029-019,118-10029 E-18-RED_10_A,1495,LT,OTR,118,10029,18,10,610,RED,E,NULL,NULL,NULL,Red
118-10029-18-11,118-10029-020,118-10029 E-18-RED_11_A,1495,LT,OTR,118,10029,18,11,610,RED,E,NULL,NULL,NULL,Red
118-10029-18-12,118-10029-021,118-10029 E-18-RED_12_A,1495,LT,OTR,118,10029,18,12,610,RED,E,NULL,NULL,NULL,Red
118-10029-25-6,118-10029-022,118-10029 O-25-ORANGE_6_A,1495,LT,OTR,118,10029,25,6,810,ORANGE,O,NULL,NULL,NULL,Orange
118-10029-25-7,118-10029-023,118-10029 O-25-ORANGE_7_A,1495,LT,OTR,118,10029,25,7,810,ORANGE,O,NULL,NULL,NULL,Orange
118-10029-25-8,118-10029-024,118-10029 O-25-ORANGE_8_A,1495,LT,OTR,118,10029,25,8,810,ORANGE,O,NULL,NULL,NULL,Orange
118-10029-25-9,118-10029-025,118-10029 O-25-ORANGE_9_A,1495,LT,OTR,118,10029,25,9,810,ORANGE,O,NULL,NULL,NULL,Orange
118-10029-25-10,118-10029-026,118-10029 O-25-ORANGE_10_A,1495,LT,OTR,118,10029,25,10,810,ORANGE,O,NULL,NULL,NULL,Orange
118-10029-25-11,118-10029-027,118-10029 O-25-ORANGE_11_A,1495,LT,OTR,118,10029,25,11,810,ORANGE,O,NULL,NULL,NULL,Orange
118-10029-25-12,118-10029-028,118-10029 O-25-ORANGE_12_A,1495,LT,OTR,118,10029,25,12,810,ORANGE,O,NULL,NULL,NULL,Orange
118-10029-72-6,118-10029-029,118-10029 BURY-72-BURGUNDY_6_A,1495,LT,OTR,118,10029,72,6,605,BURGUNDY,BURY,NULL,NULL,NULL,Burgundy
118-10029-72-7,118-10029-030,118-10029 BURY-72-BURGUNDY_7_A,1495,LT,OTR,118,10029,72,7,605,BURGUNDY,BURY,NULL,NULL,NULL,Burgundy
118-10029-72-8,118-10029-031,118-10029 BURY-72-BURGUNDY_8_A,1495,LT,OTR,118,10029,72,8,605,BURGUNDY,BURY,NULL,NULL,NULL,Burgundy
118-10029-72-9,118-10029-032,118-10029 BURY-72-BURGUNDY_9_A,1495,LT,OTR,118,10029,72,9,605,BURGUNDY,BURY,NULL,NULL,NULL,Burgundy
118-10029-72-10,118-10029-033,118-10029 BURY-72-BURGUNDY_10_,1495,LT,OTR,118,10029,72,10,605,BURGUNDY,BURY,NULL,NULL,NULL,Burgundy
118-10029-72-11,118-10029-034,118-10029 BURY-72-BURGUNDY_11_,1495,LT,OTR,118,10029,72,11,605,BURGUNDY,BURY,NULL,NULL,NULL,Burgundy
118-10029-72-12,118-10029-035,118-10029 BURY-72-BURGUNDY_12_,1495,LT,OTR,118,10029,72,12,605,BURGUNDY,BURY,NULL,NULL,NULL,Burgundy
118-10029-30-6,118-10029-036,118-10029 ALL-30-ASSORTED_6_A,1495,LT,OTR,118,10029,30,6,309,ASSORTED,ALL,NULL,NULL,NULL,Army Green
118-10029-30-7,118-10029-037,118-10029 ALL-30-ASSORTED_7_A,1495,LT,OTR,118,10029,30,7,309,ASSORTED,ALL,NULL,NULL,NULL,Army Green
118-10029-30-8,118-10029-038,118-10029 ALL-30-ASSORTED_8_A,1495,LT,OTR,118,10029,30,8,309,ASSORTED,ALL,NULL,NULL,NULL,Army Green
118-10029-30-9,118-10029-039,118-10029 ALL-30-ASSORTED_9_A,1495,LT,OTR,118,10029,30,9,309,ASSORTED,ALL,NULL,NULL,NULL,Army Green
118-10029-30-10,118-10029-040,118-10029 ALL-30-ASSORTED_10_A,1495,LT,OTR,118,10029,30,10,309,ASSORTED,ALL,NULL,NULL,NULL,Army Green
118-10029-30-11,118-10029-041,118-10029 ALL-30-ASSORTED_11_A,1495,LT,OTR,118,10029,30,11,309,ASSORTED,ALL,NULL,NULL,NULL,Army Green
118-10029-30-12,118-10029-042,118-10029 ALL-30-ASSORTED_12_A,1495,LT,OTR,118,10029,30,12,309,ASSORTED,ALL,NULL,NULL,NULL,Army Green
118-10029-15-6,118-10029-043,118-10029 XXX-15-GOLD_6_A,1495,LT,OTR,118,10029,15,6,710,GOLD,XXX,NULL,NULL,NULL,Gold
118-10029-15-7,118-10029-044,118-10029 XXX-15-GOLD_7_A,1495,LT,OTR,118,10029,15,7,710,GOLD,XXX,NULL,NULL,NULL,Gold
118-10029-15-8,118-10029-045,118-10029 XXX-15-GOLD_8_A,1495,LT,OTR,118,10029,15,8,710,GOLD,XXX,NULL,NULL,NULL,Gold
118-10029-15-9,118-10029-046,118-10029 XXX-15-GOLD_9_A,1495,LT,OTR,118,10029,15,9,710,GOLD,XXX,NULL,NULL,NULL,Gold
118-10029-15-10,118-10029-047,118-10029 XXX-15-GOLD_10_A,1495,LT,OTR,118,10029,15,10,710,GOLD,XXX,NULL,NULL,NULL,Gold
118-10029-15-11,118-10029-048,118-10029 XXX-15-GOLD_11_A,1495,LT,OTR,118,10029,15,11,710,GOLD,XXX,NULL,NULL,NULL,Gold
118-10029-15-12,118-10029-049,118-10029 XXX-15-GOLD_12_A,1495,LT,OTR,118,10029,15,12,710,GOLD,XXX,NULL,NULL,NULL,Gold
118-10029-24-6,118-10029-050,118-10029 P-24-PINK_6_A,1495,LT,OTR,118,10029,24,6,680,PINK,P,NULL,NULL,NULL,Pink
118-10029-24-7,118-10029-051,118-10029 P-24-PINK_7_A,1495,LT,OTR,118,10029,24,7,680,PINK,P,NULL,NULL,NULL,Pink
118-10029-24-8,118-10029-052,118-10029 P-24-PINK_8_A,1495,LT,OTR,118,10029,24,8,680,PINK,P,NULL,NULL,NULL,Pink
118-10029-24-9,118-10029-053,118-10029 P-24-PINK_9_A,1495,LT,OTR,118,10029,24,9,680,PINK,P,NULL,NULL,NULL,Pink
118-10029-24-10,118-10029-054,118-10029 P-24-PINK_10_A,1495,LT,OTR,118,10029,24,10,680,PINK,P,NULL,NULL,NULL,Pink
118-10029-24-11,118-10029-055,118-10029 P-24-PINK_11_A,1495,LT,OTR,118,10029,24,11,680,PINK,P,NULL,NULL,NULL,Pink
118-10029-24-12,118-10029-056,118-10029 P-24-PINK_12_A,1495,LT,OTR,118,10029,24,12,680,PINK,P,NULL,NULL,NULL,Pink
118-10029-32-6,118-10029-057,118-10029 LD-32-LIGHT BLUE_6_A,1495,LT,OTR,118,10029,32,6,450,LIGHT BLUE,LD,NULL,NULL,NULL,Light Blue
118-10029-32-7,118-10029-058,118-10029 LD-32-LIGHT BLUE_7_A,1495,LT,OTR,118,10029,32,7,450,LIGHT BLUE,LD,NULL,NULL,NULL,Light Blue
118-10029-32-8,118-10029-059,118-10029 LD-32-LIGHT BLUE_8_A,1495,LT,OTR,118,10029,32,8,450,LIGHT BLUE,LD,NULL,NULL,NULL,Light Blue
118-10029-32-9,118-10029-060,118-10029 LD-32-LIGHT BLUE_9_A,1495,LT,OTR,118,10029,32,9,450,LIGHT BLUE,LD,NULL,NULL,NULL,Light Blue
118-10029-32-10,118-10029-061,118-10029 LD-32-LIGHT BLUE_10_,1495,LT,OTR,118,10029,32,10,450,LIGHT BLUE,LD,NULL,NULL,NULL,Light Blue
118-10029-32-11,118-10029-062,118-10029 LD-32-LIGHT BLUE_11_,1495,LT,OTR,118,10029,32,11,450,LIGHT BLUE,LD,NULL,NULL,NULL,Light Blue
118-10029-32-12,118-10029-063,118-10029 LD-32-LIGHT BLUE_12_,1495,LT,OTR,118,10029,32,12,450,LIGHT BLUE,LD,NULL,NULL,NULL,Light Blue
118-10029-30-6,118-10029-064,118-10029 ALL-30-ASSORTED_6_B,1495,LT,OTR,118,10029,30,6,670,ASSORTED,ALL,NULL,NULL,NULL,Fuchsia
118-10029-30-7,118-10029-065,118-10029 ALL-30-ASSORTED_7_B,1495,LT,OTR,118,10029,30,7,670,ASSORTED,ALL,NULL,NULL,NULL,Fuchsia
118-10029-30-8,118-10029-066,118-10029 ALL-30-ASSORTED_8_B,1495,LT,OTR,118,10029,30,8,670,ASSORTED,ALL,NULL,NULL,NULL,Fuchsia
118-10029-30-9,118-10029-067,118-10029 ALL-30-ASSORTED_9_B,1495,LT,OTR,118,10029,30,9,670,ASSORTED,ALL,NULL,NULL,NULL,Fuchsia
118-10029-30-10,118-10029-068,118-10029 ALL-30-ASSORTED_10_B,1495,LT,OTR,118,10029,30,10,670,ASSORTED,ALL,NULL,NULL,NULL,Fuchsia
118-10029-30-11,118-10029-069,118-10029 ALL-30-ASSORTED_11_B,1495,LT,OTR,118,10029,30,11,670,ASSORTED,ALL,NULL,NULL,NULL,Fuchsia
118-10029-30-12,118-10029-070,118-10029 ALL-30-ASSORTED_12_B,1495,LT,OTR,118,10029,30,12,670,ASSORTED,ALL,NULL,NULL,NULL,Fuchsia
118-10029-27-4,118-10029-071,118-10029 SS-27-SILVER_4_A,1495,LT,OTR,118,10029,27,4,40,SILVER,SS,NULL,NULL,NULL,Silver
118-10029-27-5,118-10029-072,118-10029 SS-27-SILVER_5_A,1495,LT,OTR,118,10029,27,5,40,SILVER,SS,NULL,NULL,NULL,Silver
118-10029-27-6,118-10029-073,118-10029 SS-27-SILVER_6_A,1495,LT,OTR,118,10029,27,6,40,SILVER,SS,NULL,NULL,NULL,Silver
118-10029-27-7,118-10029-074,118-10029 SS-27-SILVER_7_A,1495,LT,OTR,118,10029,27,7,40,SILVER,SS,NULL,NULL,NULL,Silver
118-10029-27-8,118-10029-075,118-10029 SS-27-SILVER_8_A,1495,LT,OTR,118,10029,27,8,40,SILVER,SS,NULL,NULL,NULL,Silver
118-10029-27-9,118-10029-076,118-10029 SS-27-SILVER_9_A,1495,LT,OTR,118,10029,27,9,40,SILVER,SS,NULL,NULL,NULL,Silver
118-10029-27-10,118-10029-077,118-10029 SS-27-SILVER_10_A,1495,LT,OTR,118,10029,27,10,40,SILVER,SS,NULL,NULL,NULL,Silver
118-10029-27-11,118-10029-078,118-10029 SS-27-SILVER_11_A,1495,LT,OTR,118,10029,27,11,40,SILVER,SS,NULL,NULL,NULL,Silver
118-10029-27-12,118-10029-079,118-10029 SS-27-SILVER_12_A,1495,LT,OTR,118,10029,27,12,40,SILVER,SS,NULL,NULL,NULL,Silver
118-10029-16-4,118-10029-080,118-10029 A-16-WHITE_4_A,1495,LT,OTR,118,10029,16,4,101,WHITE,A,NULL,NULL,NULL,Pearl White
118-10029-16-5,118-10029-081,118-10029 A-16-WHITE_5_A,1495,LT,OTR,118,10029,16,5,101,WHITE,A,NULL,NULL,NULL,Pearl White
118-10029-16-6,118-10029-082,118-10029 A-16-WHITE_6_A,1495,LT,OTR,118,10029,16,6,101,WHITE,A,NULL,NULL,NULL,Pearl White
118-10029-16-7,118-10029-083,118-10029 A-16-WHITE_7_A,1495,LT,OTR,118,10029,16,7,101,WHITE,A,NULL,NULL,NULL,Pearl White
118-10029-16-8,118-10029-084,118-10029 A-16-WHITE_8_A,1495,LT,OTR,118,10029,16,8,101,WHITE,A,NULL,NULL,NULL,Pearl White
118-10029-16-9,118-10029-085,118-10029 A-16-WHITE_9_A,1495,LT,OTR,118,10029,16,9,101,WHITE,A,NULL,NULL,NULL,Pearl White
118-10029-16-10,118-10029-086,118-10029 A-16-WHITE_10_A,1495,LT,OTR,118,10029,16,10,101,WHITE,A,NULL,NULL,NULL,Pearl White
118-10029-16-11,118-10029-087,118-10029 A-16-WHITE_11_A,1495,LT,OTR,118,10029,16,11,101,WHITE,A,NULL,NULL,NULL,Pearl White
118-10029-16-12,118-10029-088,118-10029 A-16-WHITE_12_A,1495,LT,OTR,118,10029,16,12,101,WHITE,A,NULL,NULL,NULL,Pearl White
118-10029-43-4,118-10029-089,118-10029 MB-43-MOKA/BROWN_4_A,1495,LT,OTR,118,10029,43,4,200,MOKA/BROWN,MB,NULL,NULL,NULL,Chocolate
118-10029-43-5,118-10029-090,118-10029 MB-43-MOKA/BROWN_5_A,1495,LT,OTR,118,10029,43,5,200,MOKA/BROWN,MB,NULL,NULL,NULL,Chocolate
118-10029-30-6,118-10029-091,118-10029 ALL-30-ASSORTED_6_C,1495,LT,OTR,118,10029,30,6,335,ASSORTED,ALL,NULL,NULL,NULL,Celery
118-10029-30-7,118-10029-092,118-10029 ALL-30-ASSORTED_7_C,1495,LT,OTR,118,10029,30,7,335,ASSORTED,ALL,NULL,NULL,NULL,Celery
118-10029-30-8,118-10029-093,118-10029 ALL-30-ASSORTED_8_C,1495,LT,OTR,118,10029,30,8,335,ASSORTED,ALL,NULL,NULL,NULL,Celery
118-10029-30-9,118-10029-094,118-10029 ALL-30-ASSORTED_9_C,1495,LT,OTR,118,10029,30,9,335,ASSORTED,ALL,NULL,NULL,NULL,Celery
118-10029-30-10,118-10029-095,118-10029 ALL-30-ASSORTED_10_C,1495,LT,OTR,118,10029,30,10,335,ASSORTED,ALL,NULL,NULL,NULL,Celery
118-10029-30-11,118-10029-096,118-10029 ALL-30-ASSORTED_11_C,1495,LT,OTR,118,10029,30,11,335,ASSORTED,ALL,NULL,NULL,NULL,Celery
118-10029-30-12,118-10029-097,118-10029 ALL-30-ASSORTED_12_C,1495,LT,OTR,118,10029,30,12,335,ASSORTED,ALL,NULL,NULL,NULL,Celery
118-10029-30-4,118-10029-098,118-10029 ALL-30-ASSORTED_4_A,1495,LT,OTR,118,10029,30,4,455,ASSORTED,ALL,NULL,NULL,NULL,Sea Foam
118-10029-30-5,118-10029-099,118-10029 ALL-30-ASSORTED_5_A,1495,LT,OTR,118,10029,30,5,455,ASSORTED,ALL,NULL,NULL,NULL,Sea Foam
118-10029-30-6,118-10029-100,118-10029 ALL-30-ASSORTED_6_D,1495,LT,OTR,118,10029,30,6,455,ASSORTED,ALL,NULL,NULL,NULL,Sea Foam
118-10029-30-7,118-10029-101,118-10029 ALL-30-ASSORTED_7_D,1495,LT,OTR,118,10029,30,7,455,ASSORTED,ALL,NULL,NULL,NULL,Sea Foam
118-10029-30-8,118-10029-102,118-10029 ALL-30-ASSORTED_8_D,1495,LT,OTR,118,10029,30,8,455,ASSORTED,ALL,NULL,NULL,NULL,Sea Foam
118-10029-30-9,118-10029-103,118-10029 ALL-30-ASSORTED_9_D,1495,LT,OTR,118,10029,30,9,455,ASSORTED,ALL,NULL,NULL,NULL,Sea Foam
118-10029-30-10,118-10029-104,118-10029 ALL-30-ASSORTED_10_D,1495,LT,OTR,118,10029,30,10,455,ASSORTED,ALL,NULL,NULL,NULL,Sea Foam
118-10029-30-11,118-10029-105,118-10029 ALL-30-ASSORTED_11_D,1495,LT,OTR,118,10029,30,11,455,ASSORTED,ALL,NULL,NULL,NULL,Sea Foam
118-10029-30-12,118-10029-106,118-10029 ALL-30-ASSORTED_12_D,1495,LT,OTR,118,10029,30,12,455,ASSORTED,ALL,NULL,NULL,NULL,Sea Foam
118-10029-30-4,118-10029-107,118-10029 ALL-30-ASSORTED_4_B,1495,LT,OTR,118,10029,30,4,530,ASSORTED,ALL,NULL,NULL,NULL,Lavender
118-10029-30-5,118-10029-108,118-10029 ALL-30-ASSORTED_5_B,1495,LT,OTR,118,10029,30,5,530,ASSORTED,ALL,NULL,NULL,NULL,Lavender
118-10029-30-6,118-10029-109,118-10029 ALL-30-ASSORTED_6_E,1495,LT,OTR,118,10029,30,6,530,ASSORTED,ALL,NULL,NULL,NULL,Lavender
118-10029-30-7,118-10029-110,118-10029 ALL-30-ASSORTED_7_E,1495,LT,OTR,118,10029,30,7,530,ASSORTED,ALL,NULL,NULL,NULL,Lavender
118-10029-30-8,118-10029-111,118-10029 ALL-30-ASSORTED_8_E,1495,LT,OTR,118,10029,30,8,530,ASSORTED,ALL,NULL,NULL,NULL,Lavender
118-10029-30-9,118-10029-112,118-10029 ALL-30-ASSORTED_9_E,1495,LT,OTR,118,10029,30,9,530,ASSORTED,ALL,NULL,NULL,NULL,Lavender
118-10029-30-10,118-10029-113,118-10029 ALL-30-ASSORTED_10_E,1495,LT,OTR,118,10029,30,10,530,ASSORTED,ALL,NULL,NULL,NULL,Lavender
118-10029-30-11,118-10029-114,118-10029 ALL-30-ASSORTED_11_E,1495,LT,OTR,118,10029,30,11,530,ASSORTED,ALL,NULL,NULL,NULL,Lavender
118-10029-30-12,118-10029-115,118-10029 ALL-30-ASSORTED_12_E,1495,LT,OTR,118,10029,30,12,530,ASSORTED,ALL,NULL,NULL,NULL,Lavender
118-10029-21-6,118-10029-116,118-10029 H-21-GREEN_6_A,1495,LT,OTR,118,10029,21,6,420,GREEN,H,NULL,NULL,NULL,Peacock
118-10029-21-7,118-10029-117,118-10029 H-21-GREEN_7_A,1495,LT,OTR,118,10029,21,7,420,GREEN,H,NULL,NULL,NULL,Peacock
118-10029-21-8,118-10029-118,118-10029 H-21-GREEN_8_A,1495,LT,OTR,118,10029,21,8,420,GREEN,H,NULL,NULL,NULL,Peacock
118-10029-21-9,118-10029-119,118-10029 H-21-GREEN_9_A,1495,LT,OTR,118,10029,21,9,420,GREEN,H,NULL,NULL,NULL,Peacock
118-10029-21-10,118-10029-120,118-10029 H-21-GREEN_10_A,1495,LT,OTR,118,10029,21,10,420,GREEN,H,NULL,NULL,NULL,Peacock
118-10029-21-11,118-10029-121,118-10029 H-21-GREEN_11_A,1495,LT,OTR,118,10029,21,11,420,GREEN,H,NULL,NULL,NULL,Peacock
118-10029-30-6,118-10029-122,118-10029 ALL-30-ASSORTED_6_F,1495,LT,OTR,118,10029,30,6,685,ASSORTED,ALL,NULL,NULL,NULL,Cotton Candy
118-10029-30-7,118-10029-123,118-10029 ALL-30-ASSORTED_7_F,1495,LT,OTR,118,10029,30,7,685,ASSORTED,ALL,NULL,NULL,NULL,Cotton Candy
118-10029-30-8,118-10029-124,118-10029 ALL-30-ASSORTED_8_F,1495,LT,OTR,118,10029,30,8,685,ASSORTED,ALL,NULL,NULL,NULL,Cotton Candy
118-10029-30-9,118-10029-125,118-10029 ALL-30-ASSORTED_9_F,1495,LT,OTR,118,10029,30,9,685,ASSORTED,ALL,NULL,NULL,NULL,Cotton Candy
118-10029-30-10,118-10029-126,118-10029 ALL-30-ASSORTED_10_F,1495,LT,OTR,118,10029,30,10,685,ASSORTED,ALL,NULL,NULL,NULL,Cotton Candy
118-10029-30-11,118-10029-127,118-10029 ALL-30-ASSORTED_11_F,1495,LT,OTR,118,10029,30,11,685,ASSORTED,ALL,NULL,NULL,NULL,Cotton Candy
118-10034-32-2,118-10034,118-10034,995,GT,OTR,118,10034,32,2,NA,LIGHT BLUE,LD,NULL,NULL,NULL,NA
118-10034-32-2,118-10034-001,118-10034 LD-32-LIGHT BLUE_2_A,995,KI,OTR,118,10034,32,2,450,LIGHT BLUE,LD,NULL,NULL,NULL,Light Blue
118-10034-32-3,118-10034-002,118-10034 LD-32-LIGHT BLUE_3_A,995,KI,OTR,118,10034,32,3,450,LIGHT BLUE,LD,NULL,NULL,NULL,Light Blue
118-10034-30-2,118-10034-003,118-10034 ALL-30-ASSORTED_2_A,995,KI,OTR,118,10034,30,2,685,ASSORTED,ALL,NULL,NULL,NULL,Cotton Candy
118-10034-30-3,118-10034-004,118-10034 ALL-30-ASSORTED_3_A,995,KI,OTR,118,10034,30,3,685,ASSORTED,ALL,NULL,NULL,NULL,Cotton Candy
118-10040-16-4,118-10040,118-10040,1495,GT,OTR,118,10040,16,4,NA,WHITE,A,NULL,NULL,NULL,NA
118-10040-16-4,118-10040-001,118-10040 A-16-WHITE_4_A,1495,LT,OTR,118,10040,16,4,476,WHITE,A,NULL,NULL,NULL,Sea Foam/Pearl White
118-10040-16-5,118-10040-002,118-10040 A-16-WHITE_5_A,1495,LT,OTR,118,10040,16,5,476,WHITE,A,NULL,NULL,NULL,Sea Foam/Pearl White
118-10040-16-6,118-10040-003,118-10040 A-16-WHITE_6_A,1495,LT,OTR,118,10040,16,6,476,WHITE,A,NULL,NULL,NULL,Sea Foam/Pearl White
118-10040-16-7,118-10040-004,118-10040 A-16-WHITE_7_A,1495,LT,OTR,118,10040,16,7,476,WHITE,A,NULL,NULL,NULL,Sea Foam/Pearl White
118-10040-16-8,118-10040-005,118-10040 A-16-WHITE_8_A,1495,LT,OTR,118,10040,16,8,476,WHITE,A,NULL,NULL,NULL,Sea Foam/Pearl White
118-10040-16-9,118-10040-006,118-10040 A-16-WHITE_9_A,1495,LT,OTR,118,10040,16,9,476,WHITE,A,NULL,NULL,NULL,Sea Foam/Pearl White
118-10040-16-10,118-10040-007,118-10040 A-16-WHITE_10_A,1495,LT,OTR,118,10040,16,10,476,WHITE,A,NULL,NULL,NULL,Sea Foam/Pearl White
118-10040-16-11,118-10040-008,118-10040 A-16-WHITE_11_A,1495,LT,OTR,118,10040,16,11,476,WHITE,A,NULL,NULL,NULL,Sea Foam/Pearl White
118-10040-16-12,118-10040-009,118-10040 A-16-WHITE_12_A,1495,LT,OTR,118,10040,16,12,476,WHITE,A,NULL,NULL,NULL,Sea Foam/Pearl White
118-10040-44-4,118-10040-010,118-10040 EE-44-MARON_4_A,1495,LT,OTR,118,10040,44,4,349,MARON,EE,NULL,NULL,NULL,Celery/Pearl White
118-10040-44-5,118-10040-011,118-10040 EE-44-MARON_5_A,1495,LT,OTR,118,10040,44,5,349,MARON,EE,NULL,NULL,NULL,Celery/Pearl White
118-10040-44-6,118-10040-012,118-10040 EE-44-MARON_6_A,1495,LT,OTR,118,10040,44,6,349,MARON,EE,NULL,NULL,NULL,Celery/Pearl White
118-10040-44-7,118-10040-013,118-10040 EE-44-MARON_7_A,1495,LT,OTR,118,10040,44,7,349,MARON,EE,NULL,NULL,NULL,Celery/Pearl White
118-10040-44-8,118-10040-014,118-10040 EE-44-MARON_8_A,1495,LT,OTR,118,10040,44,8,349,MARON,EE,NULL,NULL,NULL,Celery/Pearl White
118-10040-44-9,118-10040-015,118-10040 EE-44-MARON_9_A,1495,LT,OTR,118,10040,44,9,349,MARON,EE,NULL,NULL,NULL,Celery/Pearl White
118-10040-44-10,118-10040-016,118-10040 EE-44-MARON_10_A,1495,LT,OTR,118,10040,44,10,349,MARON,EE,NULL,NULL,NULL,Celery/Pearl White
118-10040-44-11,118-10040-017,118-10040 EE-44-MARON_11_A,1495,LT,OTR,118,10040,44,11,349,MARON,EE,NULL,NULL,NULL,Celery/Pearl White
118-10040-44-12,118-10040-018,118-10040 EE-44-MARON_12_A,1495,LT,OTR,118,10040,44,12,349,MARON,EE,NULL,NULL,NULL,Celery/Pearl White
118-10040-16-4,118-10040-028,118-10040 A-16-WHITE_4_B,1495,LT,OTR,118,10040,16,4,69,WHITE,A,NULL,NULL,NULL,Black/Pearl White
118-10040-16-5,118-10040-029,118-10040 A-16-WHITE_5_B,1495,LT,OTR,118,10040,16,5,69,WHITE,A,NULL,NULL,NULL,Black/Pearl White
118-10040-16-6,118-10040-030,118-10040 A-16-WHITE_6_B,1495,LT,OTR,118,10040,16,6,69,WHITE,A,NULL,NULL,NULL,Black/Pearl White
118-10040-16-7,118-10040-031,118-10040 A-16-WHITE_7_B,1495,LT,OTR,118,10040,16,7,69,WHITE,A,NULL,NULL,NULL,Black/Pearl White
118-10040-16-8,118-10040-032,118-10040 A-16-WHITE_8_B,1495,LT,OTR,118,10040,16,8,69,WHITE,A,NULL,NULL,NULL,Black/Pearl White
118-10040-16-9,118-10040-033,118-10040 A-16-WHITE_9_B,1495,LT,OTR,118,10040,16,9,69,WHITE,A,NULL,NULL,NULL,Black/Pearl White
118-10040-16-10,118-10040-034,118-10040 A-16-WHITE_10_B,1495,LT,OTR,118,10040,16,10,69,WHITE,A,NULL,NULL,NULL,Black/Pearl White
118-10040-16-11,118-10040-035,118-10040 A-16-WHITE_11_B,1495,LT,OTR,118,10040,16,11,69,WHITE,A,NULL,NULL,NULL,Black/Pearl White
118-10040-16-12,118-10040-036,118-10040 A-16-WHITE_12_B,1495,LT,OTR,118,10040,16,12,69,WHITE,A,NULL,NULL,NULL,Black/Pearl White
118-10040-62-4,118-10040-037,118-10040 KHK-62-KHAKI_4_A,1495,LT,OTR,118,10040,62,4,282,KHAKI,KHK,NULL,NULL,NULL,Chocolate/Khaki
118-10040-62-5,118-10040-038,118-10040 KHK-62-KHAKI_5_A,1495,LT,OTR,118,10040,62,5,282,KHAKI,KHK,NULL,NULL,NULL,Chocolate/Khaki
118-10040-62-6,118-10040-039,118-10040 KHK-62-KHAKI_6_A,1495,LT,OTR,118,10040,62,6,282,KHAKI,KHK,NULL,NULL,NULL,Chocolate/Khaki
118-10040-62-7,118-10040-040,118-10040 KHK-62-KHAKI_7_A,1495,LT,OTR,118,10040,62,7,282,KHAKI,KHK,NULL,NULL,NULL,Chocolate/Khaki
118-10040-62-8,118-10040-041,118-10040 KHK-62-KHAKI_8_A,1495,LT,OTR,118,10040,62,8,282,KHAKI,KHK,NULL,NULL,NULL,Chocolate/Khaki
118-10040-17-4,118-10040-042,118-10040 DN-17-BLUE/NAVY_4_A,1495,LT,OTR,118,10040,17,4,460,BLUE/NAVY,DN,NULL,NULL,NULL,Navy/Khaki
118-10040-17-5,118-10040-043,118-10040 DN-17-BLUE/NAVY_5_A,1495,LT,OTR,118,10040,17,5,460,BLUE/NAVY,DN,NULL,NULL,NULL,Navy/Khaki
118-10040-17-6,118-10040-044,118-10040 DN-17-BLUE/NAVY_6_A,1495,LT,OTR,118,10040,17,6,460,BLUE/NAVY,DN,NULL,NULL,NULL,Navy/Khaki
118-10040-17-7,118-10040-045,118-10040 DN-17-BLUE/NAVY_7_A,1495,LT,OTR,118,10040,17,7,460,BLUE/NAVY,DN,NULL,NULL,NULL,Navy/Khaki
118-10040-17-8,118-10040-046,118-10040 DN-17-BLUE/NAVY_8_A,1495,LT,OTR,118,10040,17,8,460,BLUE/NAVY,DN,NULL,NULL,NULL,Navy/Khaki
118-10040-14-4,118-10040-047,118-10040 R-14-GREY_4_A,1495,LT,OTR,118,10040,14,4,70,GREY,R,NULL,NULL,NULL,Black/Charcoal
118-10040-14-5,118-10040-048,118-10040 R-14-GREY_5_A,1495,LT,OTR,118,10040,14,5,70,GREY,R,NULL,NULL,NULL,Black/Charcoal
118-10040-14-6,118-10040-049,118-10040 R-14-GREY_6_A,1495,LT,OTR,118,10040,14,6,70,GREY,R,NULL,NULL,NULL,Black/Charcoal
118-10040-14-7,118-10040-050,118-10040 R-14-GREY_7_A,1495,LT,OTR,118,10040,14,7,70,GREY,R,NULL,NULL,NULL,Black/Charcoal
